id,candidate,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,name,retweet_count,text,user_timezone,,,,,,,,,,,,,,tweet_created
340,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,IgnatzLaird,0,"When CNN and the New York Times are praising the @FoxNews moderators, you know they did it completely wrong. #GOPDebate",,,,,,,,,,,,,,,16-08-2016 09:54
341,No candidate mentioned,yes,1,Neutral,0.6738,None of the above,Juggernaut_08,33,"RT @LindaSuhler: First Republican Debate: The Candidate Report Card
.@benshapiro
#GOPDebate
http://t.co/9mFIPuCSLG

#tcot http://t.co/ZvHw0๏ฟฝ",Texas,,,,,,,,,,,,,,17-08-2016 09:54
342,No candidate mentioned,yes,1,Neutral,0.643,None of the above,miggiesmalls,25,"RT @evanmcmurry: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aF๏ฟฝ",78721,Central Time (US & Canada),,,,,,,,,,,,,18-08-2016 09:54
343,No candidate mentioned,yes,0.6421,Positive,0.3263,FOX News or Moderators,TVNewsLab,0,".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b","Washington, DC",Eastern Time (US & Canada),,,,,,,,,,,,,19-08-2016 09:54
344,Donald Trump,yes,1,Negative,1,Racial issues,globalnation,27,"RT @TUSK81: Not one candidate spoke up against Trump's mass-deportation plan, &amp; not one condemned his racist comments. Latinos won't forget๏ฟฝ",,Hawaii,,,,,,,,,,,,,20-08-2016 09:54
345,Donald Trump,yes,1,Positive,1,None of the above,MelisaAnnis,0,"Donald is my hero. 
 #GOPDebate http://t.co/9ZZFLChJQO","Brooklyn, NY",Quito,,,,,,,,,,,,,21-08-2016 09:54
346,No candidate mentioned,yes,1,Negative,0.6196,None of the above,evil0men,55,RT @GerryDuggan: The Kryptonian science council was more worried about climate change than these scary people. #GOPDebate,,,,,,,,,,,,,,,22-08-2016 09:54
347,No candidate mentioned,yes,0.6264,Negative,0.6264,,ldandladies,0,Withholding my very valuable presidential endorsement until I hear about everyone's point of view on the 2nd amendment #GOPDebate,,,,,,,,,,,,,,,23-08-2016 09:54
348,No candidate mentioned,yes,1,Neutral,0.6322,None of the above,RonBasler1,1,"RT @ArcticFox2016: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http:๏ฟฝ","California, USA",,,,,,,,,,,,,,24-08-2016 09:54
349,No candidate mentioned,yes,1,Negative,1,Abortion,stedanchick,117,"RT @MikeDrucker: ""Ronald Reagan never had an abortion with ISIS and WOMEN DON'T NEED THEM EITHER!"" - Basically everyone tonight #GOPDebate",UK,,,,,,,,,,,,,,25-08-2016 09:54
350,No candidate mentioned,yes,1,Neutral,0.7033,LGBT issues,summer0655,5,RT @patriotmom61: THIS --&gt; Rick Santorum Says Gay Marriage Has No Constitutional Basis https://t.co/mauVIFy6oh #GOPDebate #FoxDebate #tcot ๏ฟฝ,,,,,,,,,,,,,,,26-08-2016 09:54
351,Scott Walker,yes,1,Neutral,1,None of the above,a3auntie,112,"RT @GregAbbott_TX: @ScottWalker: ""Every part of the world @HillaryClinton has touched is worse today"" #Truth #GOPDebate @FoxNews",,Atlantic Time (Canada),,,,,,,,,,,,,27-08-2016 09:54
352,Chris Christie,yes,1,Positive,1,None of the above,HaymoreTre4,0,@ChrisChristie won the #GOPDebate last night. Only candidate who answered questions directly and not afraid to take on tough issues.,Winston-Salem ,,,,,,,,,,,,,,28-08-2016 09:54
353,No candidate mentioned,yes,1,Neutral,0.7047,None of the above,milliedent,0,The Best Jabs at Hillary Clinton from the Republicans๏ฟฝ๏ฟฝ๏ฟฝ Fox News Debates #GOPDebate http://t.co/zEoi,,Central Time (US & Canada),,,,,,,,,,,,,29-08-2016 09:54
354,Mike Huckabee,yes,1,Positive,1,None of the above,IowaforHuckabee,15,"RT @GovMikeHuckabee: .@FredBarnes, @weeklystandard: ""Mike Huckabee was the star of the Luntz focus group show. When he spoke, the feedback ๏ฟฝ",Iowa,Central Time (US & Canada),,,,,,,,,,,,,30-08-2016 09:54
355,Ben Carson,yes,0.6566,Positive,0.6566,None of the above,maebe11,0,"Watching the primetime #GOPDebate this afternoon, I think @BenCarson2016 was the real winner, quiet but effective",Virginia,,,,,,,,,,,,,,31-08-2016 09:54
356,No candidate mentioned,yes,1,Neutral,0.6813,LGBT issues,slone,35,RT @toddstarnes: And here comes the gay marriage gotcha section๏ฟฝ๏ฟฝ๏ฟฝ.#GOP,��� Right where God wants me ���,Eastern Time (US & Canada),,,,,,,,,,,,,01-09-2016 09:54
357,Jeb Bush,yes,0.6531,Negative,0.3469,None of the above,Brad_Dolce,3,RT @Jackie_Pepper: #Jeb is giving me some serious Janet Reno tonight. #GOPDebate http://t.co/VxfY7MS1WG,"Durham, North Carolina",Eastern Time (US & Canada),,,,,,,,,,,,,02-09-2016 09:54
358,No candidate mentioned,yes,1,Negative,0.3407,None of the above,scotmcesler,0,#Boomers R #Smart They know how to use #Internet for #GOPDebate http://t.co/IGP8WWnzCu     #Cosproject #jpnet http://t.co/MT79hetQXS,,Arizona,,,,,,,,,,,,,03-09-2016 09:54
359,No candidate mentioned,yes,1,Negative,0.6484,None of the above,melissagowens02,156,RT @GovMikeHuckabee: Re China: You deal with a playground bully by punching them in the face &amp; putting them on the ground b/c they only res๏ฟฝ,,,,,,,,,,,,,,,04-09-2016 09:54
360,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,jasonrlee,2,RT @ali: Lots of Republicans in my Facebook and Twitter timelines are ticked at Fox News for running that hatchet job of a debate. #GOPdeba๏ฟฝ,Arizona,Arizona,,,,,,,,,,,,,05-09-2016 09:54
361,No candidate mentioned,yes,0.6742,Negative,0.6742,FOX News or Moderators,ChuckNellis,5,"I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",Great State of North Carolina!,Eastern Time (US & Canada),,,,,,,,,,,,,06-09-2016 09:54
362,Ben Carson,yes,1,Positive,1,None of the above,summer0655,17,"RT @CatholicLisa: Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPD๏ฟฝ",,,,,,,,,,,,,,,07-09-2016 09:54
363,Scott Walker,yes,1,Negative,1,FOX News or Moderators,dan_themandan,0,@megynkelly Your Fox team talked for 31 minutes of #GOPDebate while Walker talked for 5. Your obvious goal was to ambush everyone. Pathetic.,,,,,,,,,,,,,,,08-09-2016 09:54
364,Donald Trump,yes,1,Positive,0.6175,FOX News or Moderators,fabucat,1,RT @JohnAmato: I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.,Bethesda Maryland USA,Eastern Time (US & Canada),,,,,,,,,,,,,09-09-2016 09:54
365,Ben Carson,yes,1,Positive,0.6696,None of the above,ShojoPower,283,RT @DonnieWahlberg: Like Ben Carsons brain. Mike Huckabees heart. Marco Rubios soul. Chris Christies fight. John Kasichs hope. Add Carly Fi๏ฟฝ,NYC,,,,,,,,,,,,,,10-09-2016 09:54
366,No candidate mentioned,yes,0.6277,Neutral,0.6277,None of the above,SVNDPM_CRE,0,Speed Dating For A New President? Interesting Article on the #GOPDebate. :-)  http://t.co/qNtY6HdHr3,"Las Vegas, NV",Pacific Time (US & Canada),,,,,,,,,,,,,11-09-2016 09:54
367,No candidate mentioned,yes,1,Neutral,0.6359,None of the above,GodandtheBear,1,"RT @BradBannon: ""Was GOP Debate a Campaign Preview or Rearview?"" by @BradBannon on @LinkedIn https://t.co/n0mko8qQIE #UniteBlue #P2 #POTUS ๏ฟฝ","Pennsylvania, USA",,,,,,,,,,,,,,12-09-2016 09:54
368,No candidate mentioned,yes,1,Negative,1,None of the above,elvislver56,2,"RT @DykstraDame: The #GOPDebate was like a super crappy cage fight of blustering, bumbling, old wrinkled-up tuckus clinchers without the ca๏ฟฝ","Garden Grove, Ca",,,,,,,,,,,,,,13-09-2016 09:54
369,Mike Huckabee,yes,1,Negative,1,None of the above,melissagowens02,676,RT @GovMikeHuckabee: The military is not a social experiment. The purpose of the military is to kill people and break things. #ImWithHuck #๏ฟฝ,,,,,,,,,,,,,,,14-09-2016 09:54
370,No candidate mentioned,yes,1,Neutral,1,None of the above,BioAnnie1,10,RT @bennydiego: BREAKING: It's a tie for the winners from the #GOPDebate http://t.co/8iM3NfxJIa,,Hawaii,,,,,,,,,,,,,15-09-2016 09:54
371,No candidate mentioned,yes,0.6506,Neutral,0.6506,None of the above,bigratsgoboom,0,"@TVMoJoe Just curious, have I missed your ratings tweet about the #GOPDebate?",America,Eastern Time (US & Canada),,,,,,,,,,,,,16-09-2016 09:54
372,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,LifeLuvr1205,0,@megynkelly #GOPDebate Kelly is no role model doesn't speak for me or my prof friends Rosie? Now a real woman @CarlyFiorina Kelly is a poser,,Pacific Time (US & Canada),,,,,,,,,,,,,17-09-2016 09:54
373,Donald Trump,yes,1,Negative,0.6966,None of the above,roaritsjenn,0,donald trump... #whatajoke #GOPDebate,NY,Atlantic Time (Canada),,,,,,,,,,,,,18-09-2016 09:54
374,No candidate mentioned,yes,0.6816,Negative,0.6816,FOX News or Moderators,DanirysNajaryen,910,RT @funnyordie: This feels like FOX News tried to be the cool parents that let their kids have a party &amp; now the house is on fire. #GOPDeba๏ฟฝ,"Bonaire, GA",Pacific Time (US & Canada),,,,,,,,,,,,,19-09-2016 09:54
375,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,summer0655,3,RT @patriotmom61: It's unconscionable that @FoxNews moderators asked ALL the candidates except Santorum foreign policy&amp; nat sec questions i๏ฟฝ,,,,,,,,,,,,,,,20-09-2016 09:54
376,Mike Huckabee,yes,1,Neutral,0.6237,None of the above,SSNjl,6,"RT @ChipMarks14: ""The military is not a social experiment. Its purpose is to kill people and break things.""
- Mike Huckabee 

#GOPDebate",St.George Utah,Central Time (US & Canada),,,,,,,,,,,,,21-09-2016 09:54
377,No candidate mentioned,yes,0.6748,Negative,0.6748,Abortion,Nathnjackson,376,RT @CrissGhoul: YOU ARE NOT PRO LIFE. YOU ARE PRO CONTROL. YOU ARE PRO RELIGION. YOU ARE PRO YOU.  THIS IS NEVER ABOUT THE MOTHER. #GOPDeba๏ฟฝ,"Seattle, WA",Pacific Time (US & Canada),,,,,,,,,,,,,22-09-2016 09:54
378,No candidate mentioned,yes,0.6465,Negative,0.6465,None of the above,JVER1,12,"RT @RedStateJake: Solid debate tips - take a gander, @GOP:

http://t.co/4PuFJ36dLa

#GOPDebate #teaparty 
#tcot #tlot #icon http://t.co/wpi๏ฟฝ",,Eastern Time (US & Canada),,,,,,,,,,,,,23-09-2016 09:54
379,John Kasich,yes,0.6667,Positive,0.6667,Jobs and Economy,kevinburger72,75,RT @JohnKasich: Creating jobs is our greatest moral purpose because they strengthen our families &amp; communities. #GOPDebate http://t.co/80Xe๏ฟฝ,,Central Time (US & Canada),,,,,,,,,,,,,24-09-2016 09:54
380,Ted Cruz,yes,1,Positive,1,None of the above,jma928,2,"RT @nevagphx1: @CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POT๏ฟฝ",Pa,,,,,,,,,,,,,,25-09-2016 09:54
381,No candidate mentioned,yes,1,Negative,0.6905,Women's Issues (not abortion though),parkerc2112,0,If you're a woman who supports R party please wake up and get informed. #GOPDebate,The Dude Abides,,,,,,,,,,,,,,26-09-2016 09:54
382,John Kasich,yes,1,Positive,0.3636,LGBT issues,spdnyc,0,Kasich the clear standout among #GOPDebate cannon fodder. But his record contradicts statements on LGBT acceptance: http://t.co/YNucKULnjV,"New York, NY",Eastern Time (US & Canada),,,,,,,,,,,,,27-09-2016 09:54
383,No candidate mentioned,yes,1,Neutral,1,None of the above,CorieHaynes,0,"Primary is still a long way away, so my favorites could change, and I hope we see more of these candidates than just sound bites. #GOPDebate","Hernando, MS",Central Time (US & Canada),,,,,,,,,,,,,28-09-2016 09:54
384,No candidate mentioned,yes,1,Negative,0.6989,None of the above,FieldGeorge,0,"The anti- @CarlyFiorina unit of the #Clinton Personal Destruction Force is now working 24/7, I'm sure. #GOPDebate https://t.co/p0dT5s5TIY","Boston MA, USA",Eastern Time (US & Canada),,,,,,,,,,,,,1/26/2016 9:54
385,,yes,0.3523,Neutral,0.3523,,melissagowens02,177,"RT @GovMikeHuckabee: As President, I'll end the national disgrace of failing to care for vets who sacrificed for our country -&gt; http://t.co๏ฟฝ",,,,,,,,,,,,,,,1/27/2016 9:54
386,No candidate mentioned,yes,1,Neutral,0.6701,None of the above,JaysWorldLive,0,At least he was honest about it. #GOPDebate  https://t.co/7Bo2pRPmX2,"Tamap, FL",Eastern Time (US & Canada),,,,,,,,,,,,,1/28/2016 9:54
387,No candidate mentioned,yes,0.6784,Negative,0.3618,None of the above,stedanchick,249,"RT @Marmel: ""My mother worked...""
- Nobody 
#GOPDebate",UK,,,,,,,,,,,,,,1/29/2016 9:54
388,Donald Trump,yes,1,Negative,1,FOX News or Moderators,FrostyGPW,2,RT @NewsWriter2: So we have Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell f๏ฟฝ,Tennessee,Central Time (US & Canada),,,,,,,,,,,,,1/30/2016 9:54
389,No candidate mentioned,yes,0.6705,Negative,0.375,None of the above,rosaroja4rev,0,#GOPDebate REAL ๏ฟฝ๏ฟฝ๏ฟฝAMERICAN IDOL๏ฟฝ๏ฟฝ๏ฟฝ: ELECTIONS AS AUDITIONS: Whose Consent Counts &amp; How Decisions Are Made... http://t.c,,,,,,,,,,,,,,,1/31/2016 9:54
390,No candidate mentioned,yes,1,Negative,0.7002,None of the above,brianmzimmer,0,"Elections, Democracy, and political debates as entertainment.  Not a particularly sterling quality of our federal republic.  #GOPDebate",The Center of the Known World,Quito,,,,,,,,,,,,,02-01-2016 09:54
391,Chris Christie,yes,1,Negative,0.6936,None of the above,Kelly62u,0,@ChrisChristie @RandPaul Americans fear NOT. People who live in fear are not free and have no liberty. Fear is unAmerican #GOPDebate,"DFW, TX ",Central Time (US & Canada),,,,,,,,,,,,,02-02-2016 09:54
392,No candidate mentioned,yes,1,Neutral,0.6742,None of the above,Moonbootica,15,RT @BennettCartoons: 8/7/2015- The Glass Slipper #GOPDebate #GOPPrimaries #RepublicanField http://t.co/fyhZzN5qP3,UK,London,,,,,,,,,,,,,02-03-2016 09:54
393,Donald Trump,yes,1,Positive,0.6489,None of the above,the626killa,9,"RT @1216BJ: #GOPDebate: Carly Fiorina Dominates Social Media, Even Beating Out Trump - Fox Nation http://t.co/VUeEveRdDy","Worcester, MA",,,,,,,,,,,,,,02-04-2016 09:54
394,No candidate mentioned,yes,1,Negative,0.6923,None of the above,Madhatter7611,603,RT @rachelmartinart: I wonder if the #GOPDebate will address actual solutions for climate change and clean energy. #DebateWithBernie,,Eastern Time (US & Canada),,,,,,,,,,,,,02-05-2016 09:54
395,Donald Trump,yes,1,Negative,1,Immigration,ATeichner,9,"RT @vivigold197: @realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GO๏ฟฝ","Sugar Hill, GA",Eastern Time (US & Canada),,,,,,,,,,,,,02-06-2016 09:54
396,No candidate mentioned,yes,0.6395,Neutral,0.6395,Immigration,EusebiaAq,0,@Anti_SLAVERY Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,America,Eastern Time (US & Canada),,,,,,,,,,,,,02-07-2016 09:54
397,Jeb Bush,yes,1,Negative,1,None of the above,Rafael_ninja68,35,"RT @ImmigranNacion: @JebBush #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http://t.co๏ฟฝ",Virgo super cluster,,,,,,,,,,,,,,02-08-2016 09:54
398,Donald Trump,yes,1,Positive,0.6897,None of the above,Tea4Freedom,203,"RT @WayneDupreeShow: Disagree all you want

#GOPDebate was hit job on @realDonaldTrump and calculated mute job on @SenTedCruz @RealBenCarso๏ฟฝ",Texas,Central Time (US & Canada),,,,,,,,,,,,,02-09-2016 09:54
399,Donald Trump,yes,1,Positive,0.3445,None of the above,JohnAmato,1,I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.,California,Pacific Time (US & Canada),,,,,,,,,,,,,02-10-2016 09:54
400,,yes,0.3507,Neutral,0.186,,funny4u2all1003,0,��R��������� 4 exotic designs for diamond rings http://t.co/9Whr8sL3Tp #YouTube http://t.co/dJb1fKJs3j #GOPDebate #Chemieunfall #Compton #Lion���,,,,,,,,,,,,,,,02-11-2016 09:54
401,Mike Huckabee,yes,0.6552,Positive,0.3448,None of the above,melissagowens02,66,RT @GovMikeHuckabee: Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y #ImWithHuck #GOPDebate http:/๏ฟฝ,,,,,,,,,,,,,,,02-12-2016 09:54
402,No candidate mentioned,yes,1,Negative,1,None of the above,Oh_Suzanney,2,RT @AmberTozer: Just got caught up on the #GOPDebate and felt like I should write a joke about it but the biggest joke of all was the whole๏ฟฝ,Florida. ,Eastern Time (US & Canada),,,,,,,,,,,,,2/13/2016 9:54
403,Jeb Bush,yes,1,Negative,1,None of the above,trefolution,9,RT @joshcomers: Jeb makes me want to blow rails with W before we wreck his dad๏ฟฝ๏ฟฝ๏ฟฝs car. #GOP,"Portland, OR",Mountain Time (US & Canada),,,,,,,,,,,,,2/14/2016 9:54
404,No candidate mentioned,yes,1,Negative,0.6732,Religion,Auntcol54,1,Keep religion out of politics! #GOPDebate,NYC,Quito,,,,,,,,,,,,,2/15/2016 9:54
405,No candidate mentioned,yes,1,Neutral,1,None of the above,Tom_Myers,0,The second-tier #GOPDebate participants would have had an audience if they debated Bernie Sanders.,Baltimore,Eastern Time (US & Canada),,,,,,,,,,,,,2/16/2016 9:54
406,Chris Christie,yes,1,Negative,1,Abortion,joehudsonsmall,0,what is Chris Cristie on about Re: abortions? This is absurd. #GOPdebate,"Worcester/Manchester, UK",London,,,,,,,,,,,,,2/17/2016 9:54
407,No candidate mentioned,yes,1,Neutral,1,None of the above,MarciJClark,0,#GOPDebate Im still voting blue! http://t.co/AZyUpu6oyd,"Glenside, PA",Eastern Time (US & Canada),,,,,,,,,,,,,2/18/2016 9:54
408,Chris Christie,yes,0.6383,Negative,0.6383,None of the above,nikkirojo4life,0,I'm eating lunch out and these two old ladies discussing the #GOPDebate is giving me life. They shading shit outta Christie and Trump.,New York,America/New_York,,,,,,,,,,,,,2/19/2016 9:54
409,No candidate mentioned,yes,1,Negative,1,Women's Issues (not abortion though),MacManX,138,RT @Ali_Davis: Tonight's #GOPDebate was an important reminder that these guys think of women as carrying cases for fetuses.,"California, USA",Pacific Time (US & Canada),,,,,,,,,,,,,2/20/2016 9:54
410,No candidate mentioned,yes,1,Positive,0.6936,Religion,maeflowerzzz,3469,"RT @RealBenCarson: May the Lord guide my words tonight, let His wisdom be my thoughts. #GOPDebate",USA,Eastern Time (US & Canada),,,,,,,,,,,,,2/21/2016 9:54
411,John Kasich,yes,1,Neutral,0.6897,LGBT issues,ColdSober787,24,"RT @TheJimHughes: Note to Kasich - the question wasn't about ""love"" it was about ""gay marriage"" #TheBigDodge #GOPDebate",Oregon,Arizona,,,,,,,,,,,,,2/22/2016 9:54
412,No candidate mentioned,yes,0.6364,Negative,0.6364,None of the above,mirikuincognito,690,RT @Squintz1983: #GOPDebate pretty much http://t.co/fHg7FmG42d,,Arizona,,,,,,,,,,,,,2/23/2016 9:54
413,Donald Trump,yes,1,Neutral,0.6818,None of the above,Alisand3,12,"RT @palmaceiahome1: Rush Limbaugh to Megyn Kelly ""I know no Democrat Candidate would be treated the way Megyn Kelly treated Trump."" #FoxNew๏ฟฝ",The land of Fruits and Nuts,Pacific Time (US & Canada),,,,,,,,,,,,,2/24/2016 9:54
